Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
P35832;P35832-2;P35832-3;P35832-4;Q9VAL5	Tyrosine-protein phosphatase 99A;Tyrosine-protein phosphatase 99A, Isoform A;Tyrosine-protein phosphatase 99A, Isoform C;Tyrosine-protein phosphatase 99A, Isoform D;Protein-tyrosine-phosphatase	PTP99A;PTP99A-RE	P35832;P35832-2;P35832-3;P35832-4;Q9VAL5;A0A0B4JDF4;E0R978;A0A0B4JDF4;E0R978;A0A0B4JDF4;E0R978;A0A0B4JDF4;E0R978;A0A0B4JDF4;E0R978	PTP99;PTP99;PTP99;PTP99;Q9VAL5	127	145.396	5.5	6	388;1871;1901;2488;2516;3095	6	587;3198;3243;4297;4341;5320	6	531;3043;3083;4066;4105;5050	6.97938901311222	6.82287173688997	6.82287173688997			4.93515647862362	1
P11046	Laminin subunit beta-1	LANB1	P11046	LAMB1	176	198.333	2.6	4	1293;1471;1499;1666	4	2112;2422;2468;2754	4	2003;2276;2314;2585	6.97872817713849	6.82221090091624	6.82221090091624	2.39961124329323	0.983199669719892	0.983199669719892	0
A4V391;P12613	CCT-alpha;T-complex protein 1 subunit alpha	CCT1	A4V391;P12613	A4V391;TCPA	436	59.557	3.8	2	782;2393	2	1229;4089	2	1116;3850	6.97235097327669	6.81583369705444	6.81583369705444	1.92945268640731	0.513041112833978	0.513041112833978	0
M9PBH7;M9PBU2;P40792;P48554	Rac1, isoform B;Rac2, isoform B;Ras-related protein Rac1;Ras-related protein Rac2	RAC1;RAC2	M9PBH7;M9PBU2;P40792;P48554	M9PBH7;M9PBU2;RAC1;RAC2	613	21.354	8.9	1	2057	1	3505	0		6.97193421502266	6.81541693880041	6.81541693880041	2.15035900414489	0.733947430571554	0.733947430571554	0
Q7JY99	Glycerol kinase	DMEL\CG8298	Q7JY99	Q7JY99	526	66.498	2.3	1	1445	1	2384	1	2240	6.9697000679076	6.81318279168535	6.81318279168535	#NUM!	#NUM!	4.91173191273933	1
P41042;X2JGM9	40S ribosomal protein S4;40S ribosomal protein S4	RPS4	P41042;X2JGM9	RS4;X2JGM9	565	29.134	3.4	1	1736	1	2884	1	2705	6.96676572928238	6.81024845306013	6.81024845306013	1.76463483198536	0.348223258412026	0.348223258412026	0
A0A0B4K6A6;A0A0B4K6E2;A0A0B4K6R7;A0A0B4K790;A0A0B4LHD7;A0A0B4LHD9;O18367;Q24413;Q9VDG5	Na/Ca-exchange protein, isoform F;Na/Ca-exchange protein, isoform G;Na/Ca-exchange protein, isoform D;Na/Ca-exchange protein, isoform E;Na/Ca-exchange protein, isoform H;Na/Ca-exchange protein, isoform I;CALX;Na/Ca exchange protein;AT07459p	CALX	A0A0B4K6A6;A0A0B4K6E2;A0A0B4K6R7;A0A0B4K790;A0A0B4LHD7;A0A0B4LHD9;O18367;Q24413;Q9VDG5	A0A0B4K6A6;A0A0B4K6E2;A0A0B4K6R7;A0A0B4K790;A0A0B4LHD7;A0A0B4LHD9;O18367;Q24413;Q9VDG5	434	107.303	2.3	2	773;930	2	1217;1473	2	1106;1348	6.96627317495952	6.80975589873727	6.80975589873727			5.07592511957562	1
A1Z8L8;D3DMU9;J7K3P9;Q95TS2	Prip, isoform A;MIP17260p;AQP7777 transcript variant D;LD27313p	PRIP	A1Z8L8;D3DMU9;J7K3P9;Q95TS2	A1Z8L8;D3DMU9;J7K3P9;Q95TS2	830	28.443	4.2	1	800	1	1261	1	1146	6.96622154168862	6.80970426546637	6.80970426546637	2.07247729350922	0.65606571993589	0.65606571993589	0
Q9W2E8	Complex I-B12	ND-B12	Q9W2E8	Q9W2E8	710	12.091	10	1	2748	1	4734	1	4478	6.96223670641814	6.80571943019589	6.80571943019589	0.989994204589692	-0.426417368983641	-0.426417368983641	0
Q9V3N6	Transmembrane 9 superfamily member	TM9SF4	Q9V3N6	Q9V3N6	515	72.537	1.4	1	1357	1	2216	1	2093	6.9619002148481	6.80538293862586	6.80538293862586	#NUM!	#NUM!	5.38176156261656	1
C9QPJ7;E8NH56;M9PB54;M9PEX1;O96607;Q0E8S7;Q9VM94	LD02487p (Fragment);AT09976p;Homer, isoform F;Homer, isoform G;Homer;Homer, isoform E;Homer, isoform B	HOMER;HOMER-RB	C9QPJ7;E8NH56;M9PB54;M9PEX1;O96607;Q0E8S7;Q9VM94	C9QPJ7;E8NH56;M9PB54;M9PEX1;O96607;Q0E8S7;Q9VM94	286	44.458	8.8	3	665;1707;1738	3	1030;2829;2888	3	928;2656;2708	6.95817193360846	6.80165465738621	6.80165465738621	0.748635383899259	-0.667776189674075	-0.667776189674075	0
A1Z6H7	Nuclear pore membrane glycoprotein 210	GP210	A1Z6H7	PO210	244	209.792	2	3	1513;2395;2423	3	2511;4091;4187	3	2366;3852;3960	6.95457534097299	6.79805806475074	6.79805806475074			4.33940478060708	1
B5X533;Q9VXM0	IP21864p;LDL receptor related protein 4, isoform B	LRP4	B5X533;Q9VXM0;Q961N3;Q961N3	B5X533;Q9VXM0	194	225.767	2.4	4	339;1350;1369;2642	4	515;2208;2238;4541	4	466;2085;2109;4289	6.95424733490676	6.79773005868451	6.79773005868451			5.35580321655321	1
F0JAI0;P19334;Q1ECC8;U3PXB8	GH23770p;Transient receptor potential protein;IP01548p;FI24129p1	TRP;TRP-RA	F0JAI0;P19334;Q1ECC8;U3PXB8	F0JAI0;TRP;Q1ECC8;U3PXB8	601	114.838	1.1	1	1992	1	3395	1	3220	6.95356158121785	6.7970443049956	6.7970443049956	#NUM!	#NUM!	5.39907547596512	1
A0A0B4LHL7;Q24251	ATP synthase subunit d, mitochondrial;ATP synthase subunit d, mitochondrial	ATPSYND	A0A0B4LHL7;Q24251	A0A0B4LHL7;ATP5H	191	20.201	19.1	3	708;1763;2926	3	1109;2925;5023	1	4737	6.95228024067196	6.79576296444971	6.79576296444971	-0.912476936135942	-2.32888850970928	-2.32888850970928	0
Q1WWB2;Q9VJ94;X2JA84	Dipeptidase;Dipeptidase;Dipeptidase	CG31746;CG31786;CG7198	Q1WWB2;Q9VJ94;X2JA84	Q1WWB2;Q9VJ94;X2JA84	604	24.293	5.4	1	2012	1	3434	1	3260	6.949780208362	6.79326293213975	6.79326293213975	#NUM!	#NUM!	5.30995452797089	1
A8JRB8;A8JRC1;Q8MT18	MIP04243p;Uncharacterized protein, isoform D;RH49423p	DMEL\CG5028	A8JRB8;A8JRC1;Q8MT18	A8JRB8;A8JRC1;Q8MT18	338	43.201	3.6	1	2944	1	5047	1	4759	6.94844230900904	6.79192503278679	6.79192503278679	1.92556735380932	0.509155780235987	0.509155780235987	0
Q961J5	Beta-alanine transporter	BALAT	Q961J5	BALAT	494	67.905	2	1	1256	1	1988	1	1844	6.94654559881982	6.79002832259757	6.79002832259757	#NUM!	#NUM!	4.73152346350513	1
A0A0B4KGY8;Q7JRL9	Uncharacterized protein, isoform C;GH25289p	CG11625;DMEL\CG31221	A0A0B4KGY8;Q7JRL9	A0A0B4KGY8;Q7JRL9	266	28.167	13.4	3	340;484;2427	4	519;749;4191;4192	4	468;681;3964;3965	6.94634416922456	6.78982689300231	6.78982689300231			5.36449229647344	1
Q9VN13	Sideroflexin-1-3	SFXN1-3	Q9VN13	SFXN1	755	35.744	4.4	1	3104	1	5333	1	5061	6.94433952879031	6.78782225256806	6.78782225256806	0.886399872709376	-0.530011700863958	-0.530011700863958	0
P23128;P23128-2	ATP-dependent RNA helicase me31b;ATP-dependent RNA helicase me31b, Isoform B	ME31B	P23128;P23128-2	DDX6;DDX6	204	51.945	8.5	3	461;536;650	3	698;828;1004	3	630;748;904	6.943904873706	6.78738759748375	6.78738759748375	0	-1.41641157357333	-1.41641157357333	0
A0A0B4LFD9;Q8T3U2	40S ribosomal protein S23;40S ribosomal protein S23	RPS23	A0A0B4LFD9;Q8T3U2	A0A0B4LFD9;RS23	504	16.017	4.9	1	1322	1	2161	1	2044	6.94292035339284	6.78640307717059	6.78640307717059	#NUM!	#NUM!	5.38735315847751	1
A8JUZ7;Q9W406;X2JCS0;X2JIM3	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A;Uncharacterized protein, isoform C;Uncharacterized protein, isoform D	DMEL\CG15894	A8JUZ7;Q9W406;X2JCS0;X2JIM3	A8JUZ7;Q9W406;X2JCS0;X2JIM3	143	169.537	2.9	4	1370;1528;2472;2964	4	2239;2539;4271;5079	4	2110;2389;4044;4792	6.94186578134961	6.78534850512736	6.78534850512736	-0.488370517476761	-1.90478209105009	-1.90478209105009	0
C4IXZ0;Q9VN14	RT02589p (Fragment);Contactin	CONT;CONT-RA	C4IXZ0;Q9VN14	C4IXZ0;CONT	263	154.44	2.5	3	2823;3081;3137	3	4866;5297;5391	3	4600;5030;5135	6.94158596190528	6.78506868568303	6.78506868568303	2.53069174495232	1.11428017137898	1.11428017137898	1
A0A0B4KH39;A0A6H2EEU7;A8JR71;A8JR72;E1JIS7;Q24210;Q24210-2;Q24210-4	CASK, isoform H;CASK, isoform I;CASK, isoform D;CASK, isoform E;CASK, isoform F;Peripheral plasma membrane protein CASK;Peripheral plasma membrane protein CASK, Isoform A;Peripheral plasma membrane protein CASK, Isoform G	CASK	A0A0B4KH39;A0A6H2EEU7;A8JR71;A8JR72;E1JIS7;Q24210;Q24210-2;Q24210-4	A0A0B4KH39;A0A6H2EEU7;A8JR71;A8JR72;E1JIS7;CSKP;CSKP;CSKP	173	104.293	7.3	4	1095;1800;2458;2902	4	1740;2977;4248;4980	4	1601;2778;4020;4696	6.94102419306427	6.78450691684202	6.78450691684202			5.13301568162004	1
A0A0B4K7V4;A1ZB95;Q8MZ19	Transporter;Transporter;Transporter	CG43066;CG5226;DMEL\CG43066	A0A0B4K7V4;A1ZB95;Q8MZ19	A0A0B4K7V4;A1ZB95;Q8MZ19	358	80.431	3.5	2	1990;2390	2	3393;4085	2	3218;3847	6.94095951815806	6.78444224193581	6.78444224193581			5.45736669247381	1
Q9W2M4	Uncharacterized protein	CG10527;DMEL\CG10527	Q9W2M4;Q8MR08	Q9W2M4	304	31.556	3	1	1072	1	1697	1	1543	6.9367248065559	6.78020753033365	6.78020753033365	0.390031696086902	-1.02637987748643	-1.02637987748643	0
O46092;Q2XXU2;Q9W543	EG:86E4.3 protein;CG17766 (Fragment);Rabconnectin-3B, isoform A	RBCN-3B	O46092;Q2XXU2;Q9W543	O46092;Q2XXU2;Q9W543	279	162.497	1.5	2	1742;3003	2	2892;5147	2	2712;4855	6.93359357069481	6.77707629447256	6.77707629447256	0	-1.41641157357333	-1.41641157357333	0
A0A0B4LFY2;Q7JW12	Uncharacterized protein, isoform B;Thioredoxin-related transmembrane protein 2 homolog	CG11007;DMEL\CG11007	A0A0B4LFY2;Q7JW12	A0A0B4LFY2;TMX2	628	31.323	4.4	1	2160	1	3693	1	3491	6.93301122654022	6.77649395031797	6.77649395031797	#NUM!	#NUM!	5.73007898569355	1
M9PCX3;M9PD87;M9PFL9;Q9NCG0;Q9VKI0	CENP-meta, isoform E;CENP-meta, isoform D;CENP-meta, isoform F;Kinesin-like kinetochore motor protein CENP-meta;CENP-meta, isoform C	CMET	M9PCX3;M9PD87;M9PFL9;Q9NCG0;Q9VKI0	M9PCX3;M9PD87;M9PFL9;Q9NCG0;Q9VKI0	557	251.16	0.3	1	1671	1	2760	1	2591	6.93234690780991	6.77582963158766	6.77582963158766	#NUM!	#NUM!	4.57412049095757	1
C0PV05;C0PV96;E1JHP9;E1JHQ0;M9NCX9;Q9VPI6	Galectin;Galectin (Fragment);Galectin;Galectin;Galectin;Galectin	GALECTIN;GALECTIN-RA	C0PV05;C0PV96;E1JHP9;E1JHQ0;M9NCX9;Q9VPI6	C0PV05;C0PV96;E1JHP9;E1JHQ0;M9NCX9;Q9VPI6	752	24.69	3.7	1	3057	1	5267	1	4995	6.93189499635871	6.77537772013646	6.77537772013646	#NUM!	#NUM!	5.30869453701604	1
Q9VP08	IP11255p	CT22143	Q9VP08	Q9VP08	512	53.024	2.8	1	1351	1	2209	1	2086	6.93179845994005	6.7752811837178	6.7752811837178	#NUM!	#NUM!	5.06175096095384	1
CON__Q8N1N4	Keratin, type II cytoskeletal 78	KRT7;KRT71;KRT73;KRT74;KRT78;KRT81;KRT83;KRT84;KRT85;KRT86	CON__Q8N1N4;CON__Q3SY84;CON__Q7RTS7;CON__Q86Y46;CON__Q8N1N4-2;CON__O43790;CON__P08729;CON__P78385;CON__P78386;CON__Q14533;CON__Q61726;CON__Q9DCV7;CON__Q9NSB2	K2C78	875	56.866	8.1	4	1164;1578;1712;2560	4	1830;2615;2840;4415	2	2461;4175	6.93137141002001	6.77485413379776	6.77485413379776	-0.265712868613561	-1.68212444218689	-1.68212444218689	0
A0A4D6K506;A8JNX2;C1C5A0;D3PFF5;M9PG15;Q58CL2;Q7KTU2;Q8IPS6;Q9VNR2	Calcium-transporting ATPase;Calcium-transporting ATPase;Calcium-transporting ATPase;Calcium-transporting ATPase;Secretory pathway calcium atpase, isoform G;Calcium-transporting ATPase;Calcium-transporting ATPase;Calcium-transporting ATPase;Calcium-transporting ATPase	CG32451;SPOCK;SPOCK-RC	A0A4D6K506;A8JNX2;C1C5A0;D3PFF5;M9PG15;Q58CL2;Q7KTU2;Q8IPS6;Q9VNR2	A0A4D6K506;A8JNX2;C1C5A0;D3PFF5;M9PG15;Q58CL2;Q7KTU2;Q8IPS6;Q9VNR2	505	101.124	1.3	1	1323	1	2166	1	2047	6.92883606922973	6.77231879300748	6.77231879300748	2.24114098091641	0.824729407343077	0.824729407343077	0
Q9VVL7	Dihydrolipoyl dehydrogenase	E3	Q9VVL7	Q9VVL7	416	53.085	4	2	566;2583	2	871;4452	2	788;4213	6.92878490413007	6.77226762790782	6.77226762790782	0.323392364480399	-1.09301920909293	-1.09301920909293	0
J9XXX0;K4MNB1;Q71V44;Q9VF02	SD05972p1 (Fragment);MIP08622p1 (Fragment);89B helicase;Helicase 89B, isoform B	HEL89B;HEL89B-RB	J9XXX0;K4MNB1;Q71V44;Q9VF02	J9XXX0;K4MNB1;Q71V44;Q9VF02	620	207.07	0.4	1	2089	1	3733	1	3527	6.92838048779336	6.77186321157111	6.77186321157111	#NUM!	#NUM!	5.02051097536543	1
A0A0C4DHF6;A1ZA89;Q8STB9;Q8WR08;Q8WR09;Q9GT67	Alpha-dystroglycan;Alpha-dystroglycan;Alpha-dystroglycan;Alpha-dystroglycan;Alpha-dystroglycan;Alpha-dystroglycan (Fragment)	DG	A0A0C4DHF6;A1ZA89;Q8STB9;Q8WR08;Q8WR09;Q9GT67	A0A0C4DHF6;A1ZA89;Q8STB9;Q8WR08;Q8WR09;Q9GT67	339	137.703	2	2	1702;2541	2	2821;4381	2	2650;4144	6.92792955487251	6.77141227865026	6.77141227865026			5.23535997433689	1
A0A0B4K6U6;Q08473;Q08473-2;Q08473-3	Squid, isoform E;RNA-binding protein squid;RNA-binding protein squid, Isoform A;RNA-binding protein squid, Isoform C	SQD	A0A0B4K6U6;Q08473;Q08473-2;Q08473-3	A0A0B4K6U6;SQD;SQD;SQD	482	33.054	5.2	1	1190	1	1868	1	1718	6.92507992432729	6.76856264810504	6.76856264810504	1.1263181304988	-0.290093443074535	-0.290093443074535	0
Q8MLV1;Q8MLV1-2	Lamin-B receptor;Lamin-B receptor, Isoform A	LBR	Q8MLV1;Q8MLV1-2	LBR;LBR	384	83.185	3.5	2	2590;2956	2	4462;5068	2	4220;4781	6.91898389781636	6.76246662159411	6.76246662159411			5.8869371144805	1
Q9VXK7	LD31474p	ND-20	Q9VXK7	Q9VXK7	631	24.594	5	1	2190	1	3751	1	3544	6.9146392862341	6.75812201001185	6.75812201001185	#NUM!	#NUM!	5.00500919856468	1
Q24160;Q58SM8;Q58SM9;Q58SN1;Q58SN2;Q58SN3;Q58SN4;Q8MT56;Q9VB46	Adipocyte plasma membrane-associated protein;Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein (Fragment);Adipocyte plasma membrane-associated protein;Adipocyte plasma membrane-associated protein	HMU;HMU-RA	Q24160;Q58SM8;Q58SM9;Q58SN1;Q58SN2;Q58SN3;Q58SN4;Q8MT56;Q9VB46;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9;Q58SN0;D2NUG9	Q24160;Q58SM8;Q58SM9;Q58SN1;Q58SN2;Q58SN3;Q58SN4;Q8MT56;Q9VB46	297	63.753	6.5	3	906;1740;2556	3	1438;2890;4406	3	1319;2710;4165	6.91044296635045	6.7539256901282	6.7539256901282	1.1977731202293	-0.218638453344029	-0.218638453344029	0
Q9W3C3	LD10016p	DMEL\CG2004	Q9W3C3	Q9W3C3	843	48.287	2.6	1	863	1	1368	1	1253	6.91038958764536	6.75387231142311	6.75387231142311	#NUM!	#NUM!	4.66799558417351	1
P29613;P29613-1	Triosephosphate isomerase;Triosephosphate isomerase, Isoform A	TPI	P29613;P29613-1;K7Z7Z8;K7Z7Z8	TPIS;TPIS	300	26.626	10.9	2	149;398	2	197;605	2	187;547	6.91014930225024	6.75363202602799	6.75363202602799	0.141803740548782	-1.27460783302455	-1.27460783302455	0
A0A0B4LFU5;A0A6M3Q6Z1;A0A6M3Q7F3;Q8IGJ0;Q8IGJ0-1;Q8IGJ0-3	Stambha A, isoform D;Stambha A, isoform F;Stambha A, isoform E;Protein EFR3 homolog cmp44E;Protein EFR3 homolog cmp44E, Isoform A;Protein EFR3 homolog cmp44E, Isoform B	STMA	A0A0B4LFU5;A0A6M3Q6Z1;A0A6M3Q7F3;Q8IGJ0;Q8IGJ0-1;Q8IGJ0-3	A0A0B4LFU5;A0A6M3Q6Z1;A0A6M3Q7F3;EFR3;EFR3;EFR3	435	90.911	3	2	779;1730	2	1224;2875	2	1112;2696	6.90907975575678	6.75256247953453	6.75256247953453			5.28633664249231	1
A4V3W1;A4V3W2;P18431;P18431-3	Shaggy, isoform J;Shaggy, isoform C;Protein kinase shaggy;Protein kinase shaggy, Isoform SGG39	SGG;SGG-RD;SGG-RG	A4V3W1;A4V3W2;P18431;P18431-3;A8JUV9;B6IDN4;E6PBX9;H5V852;M9PGC4;M9PGV7;P18431-1;P18431-4;Q0KHW6;C0PUX5;Q7KVY5;A8JUV9;B6IDN4;E6PBX9;H5V852;M9PGC4;M9PGV7;P18431-1;P18431-4;Q0KHW6;C0PUX5;Q7KVY5;A8JUV9;B6IDN4;E6PBX9;H5V852;M9PGC4;M9PGV7;P18431-1;P18431-4;Q0KHW6;C0PUX5;Q7KVY5;A8JUV9;B6IDN4;E6PBX9;H5V852;M9PGC4;M9PGV7;P18431-1;P18431-4;Q0KHW6;C0PUX5;Q7KVY5	A4V3W1;A4V3W2;SGG;SGG	237	58.772	6.8	3	1336;2072;2187	3	2185;3528;3748	3	2067;3353;3541	6.90666898605984	6.75015170983759	6.75015170983759	1.62736305886838	0.210951485295046	0.210951485295046	0
A0A0B4KFT4;A0A0B4KFX5;A0A0B4KGG9;A0A0B4KGZ7;A0A0B4KHB2;A4V2S3;E8NH65;O46036;O46036-2	C-terminal binding protein, isoform J;C-terminal binding protein, isoform I;C-terminal binding protein, isoform F;C-terminal binding protein, isoform H;C-terminal binding protein, isoform G;C-terminal binding protein, isoform B;LD15041p (Fragment);C-terminal-binding protein;C-terminal-binding protein, Isoform A	CTBP;CTBP-RE	A0A0B4KFT4;A0A0B4KFX5;A0A0B4KGG9;A0A0B4KGZ7;A0A0B4KHB2;A4V2S3;E8NH65;O46036;O46036-2	A0A0B4KFT4;A0A0B4KFX5;A0A0B4KGG9;A0A0B4KGZ7;A0A0B4KHB2;A4V2S3;E8NH65;CTBP;CTBP	854	50.7	2.9	1	939	1	1487	1	1360	6.90646434101169	6.74994706478944	6.74994706478944	#NUM!	#NUM!	5.23243983727737	1
A1Z713	Vacuolar protein sorting-associated protein 13	VPS13	A1Z713	VPS13	77	374.545	2.7	8	341;580;973;1758;1866;2083;2761;2848	8	520;891;1537;2918;3191;3544;4758;4901	8	469;807;1405;2732;3037;3365;4499;4632	6.90552604843505	6.7490087722128	6.7490087722128	1.32514661827329	-0.091264955300039	-0.091264955300039	0
A0A0B4LGQ1;Q00637	Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial	SOD2	A0A0B4LGQ1;Q00637	A0A0B4LGQ1;SODM	538	24.659	4.1	1	1554	1	2576	1	2424	6.9052668519594	6.74874957573715	6.74874957573715	0.528647805159961	-0.887763768413373	-0.887763768413373	0
Q7JWI7	Hermes, isoform A	HRM	Q7JWI7	Q7JWI7	828	71.773	1.5	1	797	1	1257	1	1142	6.8965537733718	6.74003649714955	6.74003649714955	#NUM!	#NUM!	5.01048973124679	1
E1JHY0;Q0E8F4;Q0E8F5;Q4LDP7;Q95T90;Q9I7R1;X2JGK6	NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase	CG5946;DMEL\CG5946	E1JHY0;Q0E8F4;Q0E8F5;Q4LDP7;Q95T90;Q9I7R1;X2JGK6	E1JHY0;Q0E8F4;Q0E8F5;Q4LDP7;Q95T90;Q9I7R1;X2JGK6	449	29.682	3.4	1	101	1	111	1	101	6.89640495083223	6.73988767460998	6.73988767460998	#NUM!	#NUM!	5.17519600507151	1
A1A6Y4;Q0KIB0;Q0KIB1	IP17242p (Fragment);Sidestep III, isoform O;Sidestep III, isoform P	SIDE-III	A1A6Y4;Q0KIB0;Q0KIB1	A1A6Y4;Q0KIB0;Q0KIB1	563	18.61	9	1	1724	1	2863	1	2685	6.89196652261257	6.73544924639032	6.73544924639032	#NUM!	#NUM!	4.80879388532021	1
P55162	Membrane-associated protein Hem	HEM	P55162	HEM	181	129.38	3.8	4	166;576;600;1397	4	223;884;922;2282	4	206;802;833;2149	6.8912474595487	6.73473018332645	6.73473018332645	1.43977866581836	0.023367092245025	0.023367092245025	0
Q9VI64	LD30995p	DMEL\CG10098	Q9VI64	Q9VI64	210	37.482	15.6	4	59;1049;1661;2073	4	37;1657;2747;3530	4	31;1509;2580;3354	6.8911247097168	6.73460743349455	6.73460743349455	1.0100021594503	-0.406409414123033	-0.406409414123033	0
E0R7Q7;H0RNE8;Q4QQ78;Q8IQV4	IP09695p;FI16632p1 (Fragment);IP09895p;Uncharacterized protein	;CG32225-RA;DMEL\CG32225	E0R7Q7;H0RNE8;Q4QQ78;Q8IQV4	E0R7Q7;H0RNE8;Q4QQ78;Q8IQV4	566	17.443	11	1	1741	1	2891	1	2711	6.89069481188184	6.73417753565959	6.73417753565959	#NUM!	#NUM!	4.45342617301666	1
Q9V429	Thioredoxin-2	TRX-2	Q9V429	THIO2	705	11.737	9.4	1	2731	1	4708	1	4455	6.88902702947648	6.73250975325423	6.73250975325423	#NUM!	#NUM!	4.55975491848177	1
Q8IGE9;Q9VN21	RH35990p (Fragment);LD30155p	LOST	Q8IGE9;Q9VN21	Q8IGE9;Q9VN21	805	58.784	1.5	1	642	1	990	1	893	6.88779728147462	6.73128000525237	6.73128000525237	#NUM!	#NUM!	5.35920090474825	1
Q8SY53	GH11935p	OSTGAMMA	Q8SY53	Q8SY53	661	37.011	3.3	1	239	1	340	1	311	6.88727400454173	6.73075672831948	6.73075672831948	#NUM!	#NUM!	5.51141476743131	1
Q9VF87;U3PXB4	Cytoplasmic FMR1-interacting protein;FI23909p1 (Fragment)	SRA-1;SRA-1-RA	Q9VF87;U3PXB4	CYFIP;U3PXB4	527	149.261	0.8	1	145	1	192	1	182	6.88675573314126	6.73023845691901	6.73023845691901	#NUM!	#NUM!	5.42965890704502	1
G3LFG9;G3LFI2;Q0E9G4;Q961L4	CG1600-PA;CG1600-PA;CG1600-PA;Death resistor Adh domain containing target, isoform C	CG1600;DRAT	G3LFG9;G3LFI2;Q0E9G4;Q961L4	G3LFG9;G3LFI2;Q0E9G4;Q961L4	445	41.418	9.4	2	946;2826	2	1497;4869	1	4603	6.88424010876609	6.72772283254384	6.72772283254384	2.11828616360268	0.701874590029346	0.701874590029346	0
H9XVM5;Q9V4B6	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A	CG11572;CG11578	H9XVM5;Q9V4B6	H9XVM5;Q9V4B6	681	151.032	1	1	2548	1	4391	1	4151	6.88220567268218	6.72568839645993	6.72568839645993	#NUM!	#NUM!	4.01417151115906	1
P23625-2	G protein alpha q subunit, Isoform A	GALPHAQ	P23625-2;P23625	GNAQ	408	41.639	5.7	2	494;1592	2	767;2637	2	694;2481	6.88213731393991	6.72562003771766	6.72562003771766	1.63761497749761	0.221203403924274	0.221203403924274	0
A4V383;P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	ND-42	A4V383;P91929	A4V383;NDUAA	438	46.898	2	1	791	1	1244	1	1128	6.88007008406407	6.72355280784182	6.72355280784182	0.351731396012448	-1.06468017756089	-1.06468017756089	0
Q7JWS8	AT17867p	MTL	Q7JWS8	Q7JWS8	617	21.933	4.1	1	2080	1	3540	1	3361	6.87945716316589	6.72293988694364	6.72293988694364	#NUM!	#NUM!	4.69686281994884	1
Q9VFQ9	Dipeptidase B, isoform A	DIP-B	Q9VFQ9	Q9VFQ9	336	55.534	5.9	2	1649;2806	2	2731;4831	2	2567;4568	6.87937690387601	6.72285962765376	6.72285962765376	1.60809710814293	0.191685534569601	0.191685534569601	0
Q9W1N3	Levy, isoform A	LEVY	Q9W1N3	Q9W1N3	652	12.482	15.6	1	2336	1	3997	1	3774	6.87768802344179	6.72117074721954	6.72117074721954	-0.165433328477252	-1.58184490205059	-1.58184490205059	0
Q9VML2	Blue cheese	BCHS	Q9VML2	Q9VML2	249	389.825	1.3	3	163;643;2635	3	217;991;4533	3	203;894;4282	6.87522915813381	6.71871188191156	6.71871188191156	1.75765761593268	0.341246042359348	0.341246042359348	0
CON__P08779	Keratin, type I cytoskeletal 16	KRT12;KRT16;KRT18;KRT26;KRT31;KRT32;KRT33B;KRT35;KRT36;KRT37;KRT38	CON__P08779;CON__Q3ZAW8;CON__Q9Z2K1;CON__O76013;CON__O76014;CON__O76015;CON__P05784;CON__Q14525;CON__Q14532;CON__Q15323;CON__Q497I4;CON__Q61765;CON__Q92764;CON__Q99456;CON__Q7Z3Y9	K1C16	870	51.268	17.1	8	234;730;1389;1420;2199;2481;2834;2947	12	334;1149;2268;2339;2340;2341;2344;3764;3765;4287;4881;5051	9	306;1039;2137;2204;2205;2206;3557;4614;4763	6.87521253565624	6.71869525943399	6.71869525943399	-0.97964468022512	-2.39605625379845	-2.39605625379845	0
Q9VR44	GH05102p	CT10168	Q9VR44	Q9VR44	501	53.939	2.6	1	1307	1	2134	1	2022	6.87250589934593	6.71598862312368	6.71598862312368	2.80294997890653	1.3865384053332	1.3865384053332	1
