,Domains
FBgn0035977,Amidase_2
FBgn0052039,SVIP
FBgn0035985,Chitin_bind_4
FBgn0015296,PID/SH2
FBgn0052036,CBM_14
FBgn0035983,RINGv
FBgn0035968,MFS_1/MFS_2
FBgn0035936,Tetraspanin
FBgn0040321,CBM39/Glyco_hydro_16
FBgn0035941,CUB
FBgn0023479,Trypsin/SRCR/CBM_14/Ldl_recept_a/SRCR_2/Hepsin-SRCR/DUF1986
FBgn0004244,Neur_chan_memb/Neur_chan_LBD
FBgn0000116,ATP-gua_Ptrans/ATP-gua_PtransN
FBgn0052029,Chitin_bind_4
FBgn0000357,Chorion_2
FBgn0000358,Chorion_2
FBgn0000356,Chorion_S16
FBgn0035932,CBM_14
FBgn0035934,Ank_2/Ank/Ank_4/Ank_3/Ank_5/Ion_trans
FBgn0035931,CBM_14
FBgn0035875,Chitin_bind_4
FBgn0001253,Ldl_recept_a/EB/Mucin
FBgn0035886,Trypsin/Trypsin_2
FBgn0020224,Cbl_N/Cbl_N3/Cbl_N2/Prok-RING_4/zf-C3HC4_3/zf-C3HC4/zf-RING_2/zf-C3HC4_2/zf-RING_UBOX/zf-RING_5
FBgn0024236,Zip
FBgn0260442,I_LWEQ/Talin_middle/VBS/FERM_f0/FERM_M/IRS/FERM_N
FBgn0052354,Kazal_2/Kazal_1
FBgn0035887,Trypsin/Trypsin_2
FBgn0028379,Motile_Sperm
FBgn0015793,Ras/Roc/Arf/GTP_EFTU/Gtr1_RagA/MMR_HSR1/MnmE_helical
FBgn0035873,Chitin_bind_4
FBgn0035870,7tm_7/Trehalose_recp
FBgn0035865,DM4_12
FBgn0035847,Methuselah_N
FBgn0035845,CBM_14
FBgn0035844,CBM_14
FBgn0035833,PKD_4/Y_Y_Y/Big_9/DUF4625/PKD/He_PIG/DUF4998
FBgn0035789,Methuselah_N/7tm_2
FBgn0028582,ENTH/ANTH
FBgn0035798,FXa_inhibition/cEGF/EGF_CA/EGF/EGF_3/hEGF/HYR/Sushi
FBgn0052373,cEGF/FXa_inhibition/EGF_CA/Sushi/EGF_3/hEGF
FBgn0035806,Amidase_2
FBgn0035815,CD36
FBgn0035813,Lys/SLT_3/SLT/Phage_lysozyme2/DUF5012
FBgn0052376,Trypsin/DUF1986
FBgn0052374,Trypsin/DUF1986
FBgn0035795,Trypsin/Trypsin_2/DUF1986
FBgn0035792,Cuticle_3
FBgn0035791,Peptidase_M14
FBgn0035750,DM4_12
FBgn0035762,RINT1_TIP1
FBgn0035777,Peptidase_M14
FBgn0035779,Peptidase_M14/Propep_M14
FBgn0035780,Peptidase_M14/Propep_M14
FBgn0035785,ASC
FBgn0035786,Tetraspanin
FBgn0035788,Cuticle_3/PXPV
FBgn0035787,Cuticle_3
FBgn0052382,Trypsin
FBgn0052383,Trypsin
FBgn0014011,Ras/Roc/Arf/GTP_EFTU
FBgn0035781,Peptidase_M14/Propep_M14
FBgn0035776,Peptidase_M14
FBgn0035772,SH3BGR
FBgn0035767,MFS_1
FBgn0035763,MFS_1/Sugar_tr
FBgn0035756,C2/MUN
FBgn0035755,TMEM_230_134
FBgn0035751,DM4_12
FBgn0035718,Peptidase_M14/Propep_M14
FBgn0035719,DUF4612
FBgn0035726,Peptidase_S28/Abhydrolase_1
FBgn0035734,Destabilase
FBgn0035737,Chitin_bind_4
FBgn0023001,PH
FBgn0035736,Chitin_bind_4
FBgn0035735,Chitin_bind_4
FBgn0035733,Ras/Roc/Arf
FBgn0001104,G-alpha/Arf/Gtr1_RagA
FBgn0035711,Ras/Roc/RhoGAP_pG1_pG2/MMR_HSR1
FBgn0035710,MFS_1_like
FBgn0041232,7tm_7
FBgn0004619,Lig_chan/ANF_receptor/Lig_chan-Glu_bd/SBP_bac_3
FBgn0024177,Innexin
FBgn0002926,DUF1986/Trypsin/Ldl_recept_a
FBgn0020641,Chitin_bind_4
FBgn0020642,Chitin_bind_4
FBgn0020643,Chitin_bind_4
FBgn0020644,Chitin_bind_4
FBgn0020645,Chitin_bind_4
FBgn0035686,Chitin_bind_4
FBgn0041625,7tm_6/7tm_7
FBgn0035697,Lipase/Abhydrolase_3
FBgn0035696,Bestrophin
FBgn0004513,ABC_membrane/ABC_tran/AAA_22/AAA_16/ABC_ATPase/RsgA_GTPase/Zeta_toxin/Rad17/AAA_29/DUF5906/DUF815/AAA_33/AAA_14
FBgn0035695,ABC_membrane/ABC_tran/AAA_22/AAA_16/ABC_ATPase/AAA_29/RsgA_GTPase/AAA_7/AAA_5/Zeta_toxin/AAA_28/Rad17/AAA_18/DUF5906/AAA_33/AAA_25/NACHT
FBgn0002526,Laminin_EGF/Laminin_G_2/Laminin_G_1/Laminin_I/Laminin_N/Laminin_II/Laminin_B/Laminin_G_3
FBgn0020765,Chitin_bind_4
FBgn0052404,Chitin_bind_4
FBgn0052405,Chitin_bind_4
FBgn0035645,Sugar_tr/MFS_1
FBgn0035648,DUF4728
FBgn0040060,Trypsin/Trypsin_2
FBgn0035663,Trypsin/Trypsin_2
FBgn0035665,Trypsin/Trypsin_2/DUF1986
FBgn0035666,Trypsin/Trypsin_2
FBgn0035669,Trypsin/Trypsin_2
FBgn0035676,PDZ/PDZ_6/Peptidase_M50
FBgn0020640,Chitin_bind_4
FBgn0020639,Chitin_bind_4
FBgn0020638,Chitin_bind_4
FBgn0020637,Chitin_bind_4
FBgn0042119,Chitin_bind_4
FBgn0035679,Aldose_epim
FBgn0035678,Trypsin/Trypsin_2/DUF1986
FBgn0035670,Trypsin/DUF1986/Trypsin_2
FBgn0035667,Trypsin/Trypsin_2
FBgn0035661,Trypsin/Trypsin_2/DUF1986
FBgn0035649,EXS/SPX
FBgn0035647,Sugar_tr/MFS_1
FBgn0052412,Peptidase_M28
FBgn0035620,Alk_phosphatase
FBgn0035623,Methuselah_N/7tm_2/7tm_1
FBgn0035621,Collagen
FBgn0035619,Alk_phosphatase
FBgn0035607,CBM_14
FBgn0035610,7tm_1/7TM_GPCR_Srsx/7tm_4
FBgn0035604,Lig_chan/Lig_chan-Glu_bd
FBgn0035601,UQ_con
FBgn0016031,Phospholip_B
FBgn0035594,DUF1091
FBgn0052523,Trypsin/Trypsin_2
FBgn0031169,ABC_tran/ABC2_membrane_3/AAA_21/AAA_29/AAA_15/ATPase_2/AAA_14/AAA_23/AAA/RsgA_GTPase/AAA_16/AAA_22
FBgn0015558,Tweety
FBgn0031171,ABC_tran/ABC2_membrane_3/ATPase_2
FBgn0031170,ABC_tran/ABC2_membrane_3/AAA_21/AAA_23
FBgn0031150,Popeye
FBgn0031146,MARVEL
FBgn0031141,Trypsin/Trypsin_2
FBgn0011834,Trypsin/Trypsin_2
FBgn0031109,PBP_GOBP
FBgn0031110,PBP_GOBP
FBgn0011280,PBP_GOBP
FBgn0031111,PBP_GOBP
FBgn0031106,SNARE
FBgn0031100,LRR_8/LRR_5/LRR_4/LRR_9
FBgn0027107,Innexin
FBgn0052499,CBM_14
FBgn0031636,MFS_1/Sugar_tr
FBgn0051660,7tm_3
FBgn0031634,Lig_chan/Lig_chan-Glu_bd/SBP_bac_3/Ion_trans_2
FBgn0031627,I-set/Ig_3/ig/Ig_2/V-set/V-set_CD47/C2-set_2/fn3
FBgn0028482,Ig_3/I-set/Ig_2/ig/V-set/fn3/Ig_6/Tissue_fac/Pur_ac_phosph_N
FBgn0020762,ABC2_membrane/ABC_tran/ABC2_membrane_7/AAA_21/RsgA_GTPase/Rad17
FBgn0022153,Cation_ATPase_C
FBgn0011603,SNF
FBgn0000547,Ig_3/I-set/Ig_2/ig/V-set/C2-set_2/fn3/Ig_4/V-set_CD47/Ig_6/Ig_5
FBgn0020376,MAM/Sushi
FBgn0014033,MAM/Sushi/Somatomedin_B
FBgn0040102,Lectin_C
FBgn0001075,Cadherin/Cadherin_2/Laminin_G_1/Laminin_G_2/Cadherin_pro/EGF/Cadherin_3/Laminin_G_3
FBgn0026394,7tm_6
FBgn0031568,MFS_1
FBgn0031571,SRCR/SRCR_2/Beta_helix/UL45/CUB/Lectin_C
FBgn0051774,Ig_3/I-set/Ig_2/ig/V-set/C2-set_2/fn3/C1-set/Ig_4/V-set_CD47/Ig_6
FBgn0031533,Abhydro_lipase/Abhydrolase_1
FBgn0031564,Kunitz_BPTI
FBgn0040104,Lectin_C
FBgn0051777,Kunitz_BPTI
FBgn0051778,Kunitz_BPTI
FBgn0031563,Kunitz_BPTI
FBgn0031562,Kunitz_BPTI
FBgn0031561,Kunitz_BPTI
FBgn0031560,Kunitz_BPTI
FBgn0051779,Kunitz_BPTI
FBgn0031559,Kunitz_BPTI
FBgn0031558,Kunitz_BPTI
FBgn0031554,Kunitz_BPTI
FBgn0031547,MAM/Somatomedin_B/Sushi
FBgn0051954,Trypsin/Trypsin_2
FBgn0031538,JHBP/Grp7_allergen
FBgn0031517,Sugar_tr/MFS_1
FBgn0031520,Sugar_tr/MFS_1
FBgn0053281,Sugar_tr/MFS_1
FBgn0053282,Sugar_tr/MFS_1
FBgn0031522,Sugar_tr/MFS_1
FBgn0031523,Sugar_tr/MFS_1
FBgn0031529,OST3_OST6
FBgn0031516,ABC2_membrane/ABC_tran/AAA_21/ABC2_membrane_7/RsgA_GTPase/AAA_23
FBgn0031514,Otopetrin
FBgn0031467,Chitin_bind_4
FBgn0031490,CUB
FBgn0031473,Ank_2/Ank/Ank_4/Ank_3/Ank_5
FBgn0031471,Trypsin
FBgn0031470,Trypsin
FBgn0026395,7tm_6
FBgn0031449,ABC2_membrane/ABC_tran/AAA_21/ABC2_membrane_7/RsgA_GTPase
FBgn0031458,Aph-1
FBgn0031461,TGF_beta/TGFb_propeptide/Involucrin2
FBgn0031462,PK/PK_C
FBgn0004242,C2/Podoplanin
FBgn0042187,Trypsin/Trypsin_2
FBgn0031407,CAP
FBgn0031409,Trypsin/Trypsin_2
FBgn0031412,CAP
FBgn0031424,MFS_1
FBgn0000490,TGF_beta/TGFb_propeptide
FBgn0011818,OAF/Spt20
FBgn0031426,Lipase/Thioesterase
FBgn0014010,Ras/Roc/Arf/Gtr1_RagA/MMR_HSR1/GTP_EFTU/RsgA_GTPase/MnmE_helical
FBgn0051681,Trypsin/Trypsin_2
FBgn0031406,Trypsin/Trypsin_2
FBgn0042186,Trypsin/Trypsin_2
FBgn0011832,Trypsin/Trypsin_2
FBgn0031378,DcpS_C/HIT
FBgn0031381,E1_DerP2_DerF2
FBgn0026396,7tm_6/7tm_7
FBgn0053124,SSF
FBgn0051668,SSF
FBgn0031389,Trypsin
FBgn0043539,PBP_GOBP
FBgn0026398,7tm_6/7tm_7
FBgn0026397,7tm_6/7tm_7
FBgn0031373,Lectin_C
FBgn0051663,MFS_1_like/MFS_1/Nuc_H_symport
FBgn0051664,DUF4803
FBgn0000579,Enolase_C/Enolase_N/MR_MLE_C/MAAL_C
FBgn0031356,Lung_7-TM_R
FBgn0031327,COesterase/BD-FAE
FBgn0041097,I-set/Ig_3/Ig_2/ig/fn3/V-set/C2-set_2/BiPBP_C
FBgn0011294,PBP
FBgn0051928,Asp/TAXi_N
FBgn0053128,Asp/TAXi_N
FBgn0051926,Asp/TAXi_N
FBgn0051661,Asp/TAXi_N
FBgn0002543,I-set/Ig_3/Ig_2/ig/fn3/C2-set_2/V-set
FBgn0053126,Lipocalin_2/Lipocalin
FBgn0031302,Syntaxin_2
FBgn0031306,TFIIA
FBgn0031307,MFS_1/Sugar_tr/MFS_4
FBgn0031305,Baculo_F
FBgn0003310,Methyltransf_21
FBgn0031273,Lectin_C
FBgn0031275,ANF_receptor/7tm_3/Peripla_BP_6
FBgn0041250,7tm_7
FBgn0010583,SH3_1/SH3_9/SH3_2/SH2/SH3_3/SH3_10
FBgn0002936,Pro_isomerase
FBgn0002563,Hemocyanin_C/Hemocyanin_M/Hemocyanin_N
FBgn0046113,Lig_chan/Lig_chan-Glu_bd/ANF_receptor/SBP_bac_3/Peripla_BP_6
FBgn0029095,PTB/SH3_1
